ano,mes,atendimento,transferido,id_atendimento,sigla_orgao_entrada,sigla_orgao_saida,sigla_orgao_primeiro_encaminhamento,sigla_orgao_segundo_encaminhamento,sigla_orgao_terceiro_encaminhamento,municipio,uf,municipio_ocorrido,uf_municipio_fato_ocorrido,area,assunto,natureza,tipo_identificacao,forma_atendimento,programa,priorizacao,status,sexo,data_atendimento,data_prazo,data_carta,tipo_pessoa
2021.0,4.0,2021008420,Normal,416984,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Administração Prisional,Falta de dados,Reclamação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-29,2021-05-19,2021-04-29,Não informado
2021.0,4.0,2021008398,Normal,416962,OGE,Sem Tramit.,Sem Tramit.,,,IMARUI,SC,IMARUI,SC,FATMA,Atendimento em Duplicidade,Solicitação,Anônimo,Internet (portal),Ouvidoria ambiental,Normal,Concluido,Não informado,2021-04-29,2021-05-19,2021-04-29,Não informado
2021.0,4.0,2021008397,Normal,416961,OGE,Sem Tramit.,Sem Tramit.,,,IMARUI,SC,IMARUI,SC,FATMA,Atendimento em Duplicidade,Solicitação,Anônimo,Internet (portal),Ouvidoria ambiental,Normal,Concluido,Não informado,2021-04-29,2021-05-19,2021-04-29,Não informado
2021.0,4.0,2021008396,Normal,416960,OGE,IGP,SSP,IGP,,FLORIANOPOLIS,SC,SAO JOSE,SC,Segurança Pública,Agendamento de Atendimento,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-29,2021-05-19,2021-05-24,Física
2021.0,4.0,2021008395,Normal,416959,OGE,Sem Tramit.,Sem Tramit.,,,IMARUI,SC,IMARUI,SC,FATMA,Atendimento em Duplicidade,Solicitação,Anônimo,Internet (portal),Ouvidoria ambiental,Normal,Concluido,Não informado,2021-04-29,2021-05-19,2021-04-29,Não informado
2021.0,4.0,2021008391,Normal,416955,OGE,Sem Tramit.,Sem Tramit.,,,IMARUI,SC,IMARUI,SC,FATMA,Atendimento em Duplicidade,Solicitação,Anônimo,Internet (portal),Ouvidoria ambiental,Normal,Concluido,Não informado,2021-04-29,2021-05-19,2021-04-29,Não informado
2021.0,4.0,2021008382,Normal,416946,OGE,IMA,IMA,CODAM de Tubarão,,IMARUI,SC,IMARUI,SC,FATMA,Licença Ambiental,Solicitação,Anônimo,Internet (portal),Ouvidoria ambiental,Normal,Encaminhado,Não informado,2021-04-29,2021-05-19,,Não informado
2021.0,4.0,2021008379,Normal,416943,OGE,Sem Tramit.,Sem Tramit.,,,CAPIVARI DE BAIXO,SC,TUBARAO,SC,Segurança Pública,Anonimato,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-29,2021-05-19,2021-04-29,Não informado
2021.0,4.0,2021008378,Normal,416942,OGE,ARESC,SDE,ARESC,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Desenvolvimento Econômico Sustentável,Covid-19,Sugestão,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-29,2021-05-19,2021-05-07,Não informado
2021.0,4.0,2021008362,Normal,416926,OGE,SED,SED,CRE- Itajaí,,ITAJAI,SC,ITAJAI,SC,Educação,Comportamento do servidor,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-28,2021-05-18,2021-05-19,Física
2021.0,4.0,2021008357,Normal,416921,OGE,Sem Tramit.,Sem Tramit.,,,ITAJAI,SC,ITAJAI,SC,Educação,Atendimento em Duplicidade,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-28,2021-05-18,2021-04-29,Física
2021.0,4.0,2021008356,Normal,416920,OGE,SED,SED,CRE- Itajaí,,ITAJAI,SC,ITAJAI,SC,Educação,Estudante On-line,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-28,2021-05-18,2021-05-19,Física
2021.0,4.0,2021008349,Normal,416913,OGE,SDE,SDE,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Desenvolvimento Econômico Sustentável,Informações/ legislação,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-28,2021-05-18,2021-04-30,Não informado
2021.0,4.0,2021008348,Normal,416912,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Desenvolvimento Econômico Sustentável,Anonimato,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-28,2021-05-18,2021-04-29,Não informado
2021.0,4.0,2021008331,Normal,416894,OGE,SDS,SDS,,,TIMBE DO SUL,SC,TIMBE DO SUL,SC,"Assistência Social, Trabalho e Habitação",Programas de assistência social,Reclamação,Sigiloso,Web-mail (email),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-28,2021-05-18,2021-05-11,Não informado
2021.0,4.0,2021008330,Normal,416893,OGE,SES,SES,,,JOINVILLE,SC,JOINVILLE,SC,Saúde,Serviços prestados pelos hospitais,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-28,2021-05-18,2021-05-31,Física
2021.0,4.0,2021008304,Normal,416867,OGE,ARESC,SDE,ARESC,,SAO JOSE,SC,JOINVILLE,SC,Desenvolvimento Econômico Sustentável,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-28,2021-05-18,2021-05-12,Física
2021.0,4.0,2021008303,Normal,416866,OGE,IGP,SSP,IGP,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Agendamento de Atendimento,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-28,2021-05-18,2021-05-18,Não informado
2021.0,4.0,2021008282,Normal,416845,OGE,IGP,SSP,IGP,,NAVEGANTES,SC,NAVEGANTES,SC,Segurança Pública,Agendamento de Atendimento,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-28,2021-05-18,2021-05-18,Física
2021.0,4.0,2021008262,Normal,416825,OGE,DETRAN,DETRAN,,,CONCORDIA,SC,CONCORDIA,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-27,2021-05-17,2021-05-11,Física
2021.0,4.0,2021008249,Normal,416809,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Serviços Prestados pelo Detran,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-27,2021-05-17,2021-04-29,Física
2021.0,4.0,2021008190,Normal,416747,OGE,Sem Tramit.,Sem Tramit.,,,JUPIA,SC,JUPIA,SC,Educação,Anonimato,Solicitação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-27,2021-05-17,2021-04-27,Não informado
2021.0,4.0,2021008179,Normal,416736,OGE,SED,SED,CRE- Itajaí,,BOMBINHAS,SC,BOMBINHAS,SC,Educação,Comportamento do servidor,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-27,2021-05-17,2021-05-06,Não informado
2021.0,4.0,2021008176,Normal,416733,OGE,IGP,SSP,IGP,,SAO JOSE,SC,SAO JOSE,SC,Segurança Pública,Agendamento de Atendimento,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-27,2021-05-17,2021-04-29,Física
2021.0,4.0,2021008175,Normal,416732,OGE,SAP,SAP,DEAP,,PALHOCA,SC,PALHOCA,SC,Administração Prisional,Presídios - sistema penitenciário,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-27,2021-05-17,2021-05-05,Não informado
2021.0,4.0,2021008165,Normal,416722,OGE,IGP,SSP,IGP,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Segurança Pública,Agendamento de Atendimento,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-26,2021-05-16,2021-05-19,Física
2021.0,4.0,2021008145,Normal,416702,OGE,SES,SES,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Saúde,Covid-19,Denúncia,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-26,2021-05-16,2021-05-12,Não informado
2021.0,4.0,2021008140,Normal,416697,OGE,SED,SED,CRE - Blumenau,,BLUMENAU,SC,BLUMENAU,SC,Educação,Covid-19,Denúncia,Sigiloso,Internet (portal),Ouvidoria interna,Normal,Concluido,Feminino,2021-04-26,2021-05-16,2021-05-05,Não informado
2021.0,4.0,2021008139,Normal,416696,OGE,SAP,SAP,DEAP,,PALHOCA,SC,PALHOCA,SC,Administração Prisional,Presídios - sistema penitenciário,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-26,2021-05-16,2021-05-05,Não informado
2021.0,4.0,2021008135,Normal,416692,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Serviços Prestados pelo Detran,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-26,2021-05-16,2021-05-10,Não informado
2021.0,4.0,2021008133,Normal,416690,OGE,SED,SED,CRE- Itajaí,,BOMBINHAS,SC,BOMBINHAS,SC,Educação,Comportamento do servidor,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-26,2021-05-16,2021-05-06,Não informado
2021.0,4.0,2021008126,Normal,416683,OGE,UDESC,UDESC,,,ARAQUARI,SC,ARAQUARI,SC,Ensino Superior,Vestibular,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-26,2021-05-16,2021-05-05,Física
2021.0,4.0,2021008109,Normal,416666,OGE,CC,CC,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Casa Civil,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-26,2021-05-16,2021-04-29,Não informado
2021.0,4.0,2021008108,Normal,416665,OGE,SAP,SAP,DEAP,,PALHOCA,SC,PALHOCA,SC,Administração Prisional,Irregularidades administrativas,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-26,2021-05-16,2021-05-05,Não informado
2021.0,4.0,2021008082,Normal,416633,OGE,PM,SSP,CGPM Fpolis,1RPM Fpolis,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Serviços prestados pelo 190 PMSC,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-26,2021-05-16,2021-06-07,Não informado
2021.0,4.0,2021008045,Normal,416596,OGE,SED,SED,CRE - São Joaquim,,SAO JOAQUIM,SC,SAO JOAQUIM,SC,Educação,Informações/escola estadual,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-25,2021-05-15,2021-05-05,Não informado
2021.0,4.0,2021008044,Normal,416595,OGE,PM,SSP,CGPM Fpolis,7RPM Blum,BLUMENAU,SC,BLUMENAU,SC,Segurança Pública,Perturbação do trabalho ou do sossego alheios,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-25,2021-05-15,2021-05-14,Não informado
2021.0,4.0,2021008041,Normal,416592,OGE,PM,SSP,CGPM Fpolis,11RPM Sj,SAO JOSE,SC,SAO JOSE,SC,Segurança Pública,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-25,2021-05-15,2021-05-11,Não informado
2021.0,4.0,2021008033,Normal,416584,OGE,SES,SES,,,SAO JOSE,SC,SAO JOSE,SC,Saúde,Vacinação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-24,2021-05-14,2021-04-26,Física
2021.0,4.0,2021008032,Normal,416583,OGE,DETRAN,DETRAN,,,ITAPIRANGA,SC,ITAPIRANGA,SC,DETRAN,Serviços Prestados pelo Detran,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-24,2021-05-14,2021-05-10,Não informado
2021.0,4.0,2021008031,Normal,416582,OGE,PM,SSP,CGPM Fpolis,7RPM Blum,BLUMENAU,SC,BLUMENAU,SC,Segurança Pública,Covid-19,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-24,2021-05-14,2021-05-14,Não informado
2021.0,4.0,2021008022,Normal,416573,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Anonimato,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-24,2021-05-14,2021-04-26,Não informado
2021.0,4.0,2021008011,Normal,416562,OGE,EPAGRI,SAR,EPAGRI,,CHAPECO,SC,CHAPECO,SC,Agricultura,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-24,2021-05-14,2021-05-18,Não informado
2021.0,4.0,2021007995,Normal,416546,OGE,DETRAN,DETRAN,,,PALHOCA,SC,FLORIANOPOLIS,SC,DETRAN,Réplica de resposta,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-23,2021-05-13,2021-04-30,Física
2021.0,4.0,2021007994,Normal,416545,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Serviços Prestados pelo Detran,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-23,2021-05-13,2021-04-27,Física
2021.0,4.0,2021007967,Normal,416516,OGE,DETRAN,DETRAN,,,SAO JOSE,SC,SAO JOSE,SC,DETRAN,Covid-19,Reclamação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-23,2021-05-13,2021-04-27,Física
2021.0,4.0,2021007961,Normal,416509,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,PALHOCA,SC,Não Aplicável,Competência municipal,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-23,2021-05-13,2021-04-23,Física
2021.0,4.0,2021007949,Normal,416495,OGE,SEA,SEA,DGDP,,CANOINHAS,SC,CANOINHAS,SC,Administração,Empréstimo Consignado,Reclamação,Identificado,Internet (portal),Ouvidoria interna,Normal,Concluido,Feminino,2021-04-23,2021-05-13,2021-05-12,Física
2021.0,4.0,2021007935,Normal,416481,OGE,DETRAN,DETRAN,,,ITAPIRANGA,SC,ITAPIRANGA,SC,DETRAN,Serviços Prestados pelo Detran,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-23,2021-05-13,2021-05-10,Não informado
2021.0,4.0,2021007932,Normal,416478,OGE,IPREV,SEA,IPREV,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Administração,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-23,2021-05-13,2021-05-05,Não informado
2021.0,4.0,2021007898,Normal,416444,OGE,SED,SED,,,INDAIAL,SC,INDAIAL,SC,Educação,Art.170,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-22,2021-05-12,2021-04-23,Não informado
2021.0,4.0,2021007827,Normal,416369,OGE,SED,SED,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Educação,Irregularidades administrativas,Solicitação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-22,2021-05-12,2021-05-25,Não informado
2021.0,4.0,2021007821,Normal,416363,OGE,Sem Tramit.,Sem Tramit.,,,INDAIAL,SC,INDAIAL,SC,Educação,Anonimato,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-22,2021-05-12,2021-04-22,Não informado
2021.0,4.0,2021007812,Normal,416354,OGE,DETRAN,DETRAN,,,CANOINHAS,SC,CANOINHAS,SC,DETRAN,Habilitação,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-21,2021-05-11,2021-04-22,Física
2021.0,4.0,2021007795,Normal,416337,E-SIC,SES,SES,,,FLORIANOPOLIS,SC,,,Saúde,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-21,2021-05-06,2021-05-10,Física
2021.0,4.0,2021007786,Normal,416328,OGE,Sem Tramit.,Sem Tramit.,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Educação,Falta de dados,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-20,2021-05-10,2021-04-22,Não informado
2021.0,4.0,2021007768,Normal,416309,OGE,SED,SED,CRE - Blumenau,,BLUMENAU,SC,BLUMENAU,SC,Educação,Comportamento do servidor,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-20,2021-05-10,2021-05-05,Não informado
2021.0,4.0,2021007730,Normal,416260,E-SIC,Sem Tramit.,Sem Tramit.,,,NATAL,RN,,,Saúde,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-05,2021-04-20,Física
2021.0,4.0,2021007726,Normal,416256,E-SIC,Sem Tramit.,Sem Tramit.,,,NATAL,RN,,,Saúde,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-05,2021-04-20,Não informado
2021.0,4.0,2021007725,Normal,416255,E-SIC,Sem Tramit.,Sem Tramit.,,,NATAL,RN,,,Saúde,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-05,2021-04-20,Não informado
2021.0,4.0,2021007724,Normal,416254,E-SIC,Sem Tramit.,Sem Tramit.,,,NATAL,RN,,,Saúde,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-05,2021-04-20,Não informado
2021.0,4.0,2021007722,Normal,416252,E-SIC,Sem Tramit.,Sem Tramit.,,,NATAL,RN,,,Saúde,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-05,2021-04-20,Física
2021.0,4.0,2021007721,Normal,416251,E-SIC,SES,SES,,,NATAL,RN,,,Saúde,Covid-19,Solicitação Documentos/Informações/Lei de Acesso à Informação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-05,2021-05-04,Não informado
2021.0,4.0,2021007714,Normal,416244,OGE,Sem Tramit.,Sem Tramit.,,,ITAJAI,SC,ITAJAI,SC,Não Aplicável,Competência municipal,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-20,2021-05-10,2021-04-20,Não informado
2021.0,4.0,2021007705,Normal,416233,OGE,SES,SES,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Casa Civil,Covid-19,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-20,2021-05-10,2021-04-29,Não informado
2021.0,4.0,2021007686,Normal,416211,OGE,SED,SED,CRE- Chapecó,,CHAPECO,SC,CHAPECO,SC,Educação,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-20,2021-05-10,2021-04-23,Não informado
2021.0,4.0,2021007682,Normal,416207,OGE,SED,SED,CRE - Joinville,,BARRA VELHA,SC,BARRA VELHA,SC,Educação,Informações/escola estadual,Reclamação,Sigiloso,Internet (portal),Ouvidoria interna,Normal,Concluido,Masculino,2021-04-20,2021-05-10,2021-04-28,Não informado
2021.0,4.0,2021007666,Normal,416191,OGE,SED,SED,Cood. Fpolis,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Educação,Falta de aulas-professores,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-20,2021-05-10,2021-04-28,Não informado
2021.0,4.0,2021007662,Normal,416187,OGE,Sem Tramit.,Sem Tramit.,,,BLUMENAU,SC,PALHOCA,SC,Administração Prisional,Falta de dados,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-20,2021-05-10,2021-04-20,Não informado
2021.0,4.0,2021007658,Normal,416183,OGE,SED,SED,CRE- Criciuma,,CRICIUMA,SC,CRICIUMA,SC,Educação,Aluno On Line,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-20,2021-05-10,2021-05-06,Física
2021.0,4.0,2021007643,Normal,416168,OGE,IGP,SSP,IGP,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Segurança Pública,Agendamento de Atendimento,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-10,2021-04-29,Física
2021.0,4.0,2021007616,Normal,416141,OGE,SED,SED,,,SANTO AMARO DA IMPERATRIZ,SC,PALHOCA,SC,Educação,Informações/escola estadual,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-20,2021-05-10,2021-05-19,Física
2021.0,4.0,2021007595,Normal,416119,OGE,DETRAN,DETRAN,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,DETRAN,Multas de trânsito,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-19,2021-05-09,2021-04-22,Física
2021.0,4.0,2021007592,Normal,416116,OGE,IGP,SSP,IGP,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Segurança Pública,Agendamento de Atendimento,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-19,2021-05-09,2021-04-29,Física
2021.0,4.0,2021007590,Normal,416114,OGE,CIDASC,SAR,CIDASC,ADR Tubarão,PALHOCA,SC,PALHOCA,SC,Agricultura,Fiscalização relativa a agricultura e pecuária,Solicitação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-19,2021-05-09,2021-04-28,Não informado
2021.0,4.0,2021007539,Normal,416056,OGE,IGP,SSP,IGP,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Carteira de Identidade,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-19,2021-05-09,2021-04-30,Física
2021.0,4.0,2021007535,Normal,416052,OGE,SES,SES,,,TUBARAO,SC,TUBARAO,SC,Saúde,Covid-19,Solicitação,Anônimo,Telefone,Ouvidoria externa,Normal,Concluido,Não informado,2021-04-19,2021-05-09,2021-05-07,Não informado
2021.0,4.0,2021007515,Normal,416032,OGE,SED,SED,,,ITAJAI,SC,ITAJAI,SC,Educação,Falta de profissional para atendimento,Reclamação,Anônimo,Internet (portal),Ouvidoria interna,Normal,Encaminhado,Não informado,2021-04-19,2021-05-09,,Não informado
2021.0,4.0,2021007506,Normal,416023,OGE,PM,SSP,CGPM Fpolis,11RPM Sj,SAO JOSE,SC,SAO JOSE,SC,Segurança Pública,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-19,2021-05-09,2021-04-29,Não informado
2021.0,4.0,2021007497,Normal,416014,OGE,CBM,SSP,CBM/SC,7ºBBM,BARRA VELHA,SC,BARRA VELHA,SC,Segurança Pública,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-19,2021-05-09,2021-05-07,Não informado
2021.0,4.0,2021007481,Normal,415998,OGE,SED,SED,CRE- Itajaí,,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Educação,Informações/documentos,Solicitação,Identificado,Internet (portal),Ouvidoria interna,Normal,Concluido,Feminino,2021-04-19,2021-05-09,2021-05-12,Física
2021.0,4.0,2021007448,Normal,415964,OGE,SES,SES,,,JOINVILLE,SC,JOINVILLE,SC,Saúde,Serviços prestados pelos hospitais,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Feminino,2021-04-19,2021-05-09,2021-05-12,Física
2021.0,4.0,2021007440,Normal,415956,OGE,SED,SED,CRE - Ibirama,,FLORIANOPOLIS,SC,IBIRAMA,SC,Educação,Irregularidades administrativas,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-19,2021-05-09,2021-05-17,Não informado
2021.0,4.0,2021007358,Normal,415873,OGE,IGP,SSP,IGP,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Segurança Pública,Agendamento de Atendimento,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-17,2021-05-07,2021-04-22,Física
2021.0,4.0,2021007356,Normal,415871,OGE,SES,SES,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Saúde,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-16,2021-05-06,2021-05-07,Não informado
2021.0,4.0,2021007354,Normal,415869,OGE,Sem Tramit.,Sem Tramit.,,,PENHA,SC,PENHA,SC,Educação,Anonimato,Reclamação,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-16,2021-05-06,2021-04-19,Não informado
2021.0,4.0,2021007351,Normal,415866,OGE,SES,SES,,,FLORIANOPOLIS,SC,FLORIANOPOLIS,SC,Saúde,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria interna,Normal,Concluido,Não informado,2021-04-16,2021-05-06,2021-05-07,Não informado
2021.0,4.0,2021007346,Normal,415861,OGE,Sem Tramit.,Sem Tramit.,,,SAO JOSE,SC,SAO JOSE,SC,Segurança Pública,Atendimento em Duplicidade,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-16,2021-05-06,2021-04-16,Física
2021.0,4.0,2021007345,Normal,415860,OGE,PM,SSP,CGPM Fpolis,11RPM Sj,SAO JOSE,SC,SAO JOSE,SC,Segurança Pública,Covid-19,Solicitação,Identificado,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-16,2021-05-06,2021-04-29,Física
2021.0,4.0,2021007326,Normal,415841,OGE,SED,SED,CRE - Blumenau,,BLUMENAU,SC,BLUMENAU,SC,Educação,Covid-19,Denúncia,Anônimo,Internet (portal),Ouvidoria externa,Normal,Concluido,Não informado,2021-04-16,2021-05-06,2021-04-28,Não informado
2021.0,4.0,2021007324,Normal,415839,OGE,CBM,SSP,CBM/SC,13ºBBM,BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU,SC,Segurança Pública,Vistoria de prédios,Solicitação,Sigiloso,Internet (portal),Ouvidoria externa,Normal,Concluido,Masculino,2021-04-16,2021-05-06,2021-05-11,Física
